PCA1,PCA2,PCA3,cluster
-0.41152456,3.6236317,-0.2664494,0
0.79847515,0.026525991,-0.29009095,1
0.9402574,0.28452182,-0.014427762,1
0.38422823,0.6454971,-0.46182856,1
1.6963811,-0.2731551,-0.2276368,1
0.35929644,-0.566113,-1.3519572,1
-0.609803,2.3663478,-0.6988444,0
0.022086766,-0.114567004,1.6660057,1
0.19568893,-0.931732,0.15034045,1
-0.70036227,-0.82582074,-1.7517221,2
0.8781642,-0.46198747,1.4923865,1
-1.017035,-0.81274354,0.73247284,2
1.2025145,0.384354,-0.6504148,1
-0.25085753,-0.4217591,0.7456519,1
1.5328978,-0.13072829,-0.08833995,1
0.091178894,2.557599,0.29163644,0
1.3689041,-0.27385098,-0.13344839,1
0.20904486,0.04978723,1.4619917,1
0.49069935,-0.37090856,0.46804675,1
0.6868117,-0.3815579,-0.32685953,1
-0.6696283,-0.17215884,-0.2536529,2
-0.14687483,0.03902055,-0.99381816,1
0.652226,-0.021730004,-0.84984356,1
1.0320926,0.70166975,0.10138461,1
-1.6923409,-0.85459083,-0.119013205,2
-0.09370642,1.1280338,0.77631927,1
-0.38797587,2.8381262,-0.44152448,0
0.6170763,0.20574057,0.29523012,1
-1.1944399,1.9260194,1.290924,0
0.3156746,-0.46986693,-0.09562104,1
1.6026583,0.09058001,0.15820433,1
-0.6108492,-0.9437278,-0.45003402,2
1.0875341,-0.53545094,-0.30355832,1
0.6552223,-0.14297298,-1.185852,1
1.8483484,-0.24725087,-0.014004328,1
1.0815381,0.38385886,-0.40359893,1
-0.31157446,-0.8575594,0.32576418,2
-0.16709779,-0.05499815,1.2030425,1
0.47686678,-0.6353201,1.3616921,1
0.016566155,-0.98717797,1.0097308,1
-0.64506733,-0.22371183,0.96529484,2
0.9477681,1.0141902,0.4214516,1
-0.68966657,-0.8564709,0.95728964,2
0.7879024,-0.9494756,1.1485467,1
1.3824693,-0.352898,-0.38216627,1
-0.638694,3.5888708,-0.046592206,0
-0.10326947,-0.5156764,-1.8164588,1
0.8465175,-0.8911291,-0.45485198,1
0.78077155,1.5564381,-0.1303603,0
-0.12304889,-0.30710787,-0.06047691,1
1.0845933,-0.13913241,-0.43426678,1
0.57579803,-0.5619649,0.5538866,1
-1.2903677,-1.0594509,0.16562365,2
0.6269679,-0.14315175,-0.88954663,1
0.20122753,-0.07760899,0.7520582,1
-0.8603377,0.19091834,0.5970227,2
0.012813574,-0.36384887,-1.9835355,1
0.32997397,1.4204074,-0.37780353,0
-1.596464,-1.106778,-0.5738395,2
1.1266103,-0.23723002,-0.14080322,1
0.3502631,-0.60996604,1.37678,1
0.680538,0.979526,0.53625613,1
1.2005526,-0.06891227,-0.48949876,1
0.18949391,-0.18594663,0.5509954,1
-1.5422907,-1.0689903,0.5346923,2
-0.6389343,0.38332206,-1.4889121,2
1.1424845,-0.30640808,1.4328985,1
-0.682465,-0.50430596,0.16192582,2
-0.036984134,0.945571,0.47742233,1
1.4437988,0.20276564,-0.5852853,1
-0.6045438,0.5554739,1.1591733,2
1.0386679,-0.6871467,-0.29352605,1
1.2582114,-0.28867856,0.95542306,1
0.3402414,0.16425413,1.2814534,1
0.89871025,-0.39116004,-0.59291524,1
0.525705,0.02522625,0.57755613,1
-1.0827236,0.14429094,1.0231119,2
0.70254344,-0.4343672,-0.93717,1
1.4703896,-0.31429645,-0.43502223,1
0.7327608,0.92950606,0.11943535,1
0.88956386,-0.43273714,-0.7496204,1
1.5103296,-0.49554145,-0.40819404,1
1.3250046,-0.56072795,-0.07666581,1
-0.4775809,-0.9170521,-0.22649673,2
-1.3282799,-0.07004162,1.4392047,2
0.37674585,-0.3682749,0.6718896,1
-0.67860454,0.33756524,0.8010249,2
1.0250405,-0.66733813,-0.82691324,1
1.4010129,0.019449519,-0.15519515,1
-0.25617632,-0.13992585,-1.6260287,1
1.2379718,-0.22317742,0.10059105,1
-1.1469523,-0.24636045,-0.6371044,2
0.737686,0.7831365,-0.9988035,1
1.3087367,0.09140045,-0.8503632,1
-0.5192417,4.2416415,0.3222325,0
0.009962107,-0.03339293,2.8638456,1
-0.13054644,-0.49279085,0.29921636,1
-1.2948674,0.55469,-0.014612443,2
0.007536678,-0.986523,-0.71345985,1
0.033952754,-0.07155221,2.674554,1
0.43248272,0.15830529,1.8318757,1
-1.3030851,-0.43735927,-0.22027361,2
-0.56946784,-0.26995054,0.2288512,2
0.77234644,0.14763115,1.5764463,1
-1.4060793,-0.17559734,-0.9786894,2
0.6995948,-0.6996769,-0.035301033,1
-1.415019,-0.35678923,1.1426469,2
0.7117688,-0.54206693,0.74508035,1
-0.8548653,-0.33598426,0.070514105,2
0.23951693,-0.6968852,1.1561879,1
0.89524335,0.061596908,1.3910654,1
-0.77969605,-0.9394631,-0.23420018,2
0.0754333,0.08856679,-1.7090414,1
1.4113908,-0.55174017,0.010765084,1
-1.1672134,0.88731146,0.411149,2
0.17158931,-0.15587325,-0.91033816,1
-0.29907253,1.1442544,0.34843493,0
-0.05222303,1.0822536,-0.69585425,1
0.7825237,1.3050467,0.2645083,1
1.449618,-0.44257694,1.6342313,1
1.1349612,0.24107978,-0.1368829,1
0.98376757,-0.35613886,0.76702374,1
-1.6002074,-0.8463124,1.4326426,2
-1.5320666,-0.8252837,2.6902568,2
-0.01671573,-0.39836863,-1.8371305,1
-1.5571064,-0.9274409,-0.5350004,2
-0.95791227,-0.9204575,-0.39106563,2
-0.50320834,-0.46820125,0.4627441,2
1.1080415,-0.5112829,0.14462115,1
1.4075804,0.29471305,-1.007372,1
0.6072843,-0.46316496,-0.25321078,1
1.2160472,-0.0046450244,0.17216834,1
1.2087525,0.42881113,-0.2777,1
-1.2676804,-0.7461876,-1.2033304,2
0.4986222,-0.79104847,0.3617101,1
-0.07020491,3.9049792,0.5812163,0
0.77512175,0.44317293,-0.40743956,1
-0.06228611,-0.40246597,-0.48148373,1
0.28013366,-0.71923685,0.15960203,1
0.037304424,0.72393364,0.88354385,1
-0.38303018,2.3462029,0.91250986,0
-2.4363437,-0.6608717,-0.5886157,2
-3.0099297,-0.9150137,-0.58178174,2
-2.431123,-0.51161534,-1.1159755,2
-2.8445053,-0.61893964,-0.56573576,2
-0.6543803,-0.12689573,-0.6872421,2
-2.6654208,-0.642041,-0.87151617,2
-2.6206284,-0.32832047,-0.7509241,2
0.13958319,-0.2521601,-0.27630904,1
1.4228698,-0.8254493,-0.33916876,1
-2.940518,-0.9277056,-0.19694093,2
-2.526625,-0.36305043,-1.0502642,2
0.82929224,-0.38662496,0.008855018,1
-2.5683637,-0.32997522,-0.8249397,2
-2.6809275,-0.66286206,-0.9128687,2
-2.2744968,-0.54814684,-1.2085199,2
-2.3182912,-0.5843288,-1.0485818,2
-2.814607,-0.6249706,-0.7247367,2
0.5279629,-0.3057907,0.46813813,1
-2.5107024,-0.79647136,-0.79935163,2
0.21404886,0.24022546,-0.39487267,1
-1.8004496,-0.86566097,-0.20328979,2
1.6338153,-0.5251418,-0.391405,1
-1.6567093,0.9195444,-0.35111344,2
-1.6923409,-0.85459083,-0.119013205,2
-2.2958941,0.14373796,0.34639677,2
-1.0763692,0.8282537,0.3271963,2
0.43156418,-0.024511881,-0.9809829,1
-0.2049426,-0.30572015,1.2829902,1
-1.7632557,-0.71479535,-0.7248833,2
-0.72646075,-0.80352294,-0.07906676,2
-2.6831105,-0.8134885,-0.66494924,2
-1.0496386,1.6478697,0.13547209,0
0.5680945,0.12085651,1.0145481,1
-1.2603002,0.048699174,-0.17680585,2
-0.11430657,-0.6038745,0.1275441,1
-2.7980604,-0.6034995,-0.6862812,2
1.544063,-0.45880455,0.4206291,1
1.6204082,-0.08424478,-0.36933738,1
-2.8711662,-0.9139944,-0.7372891,2
-2.5590482,-0.6366638,0.05950042,2
-3.191494,-0.60930294,-0.013293446,2
1.423566,-0.50266033,-0.08873972,1
0.24513668,0.07204641,0.016438292,1
-0.01461149,-0.9314179,0.29191402,1
-0.6108492,-0.9437278,-0.45003402,2
-0.37487245,0.0747266,-0.36909533,1
-0.6721455,-0.53579587,0.48018447,2
-0.89804727,-0.81292516,0.83421725,2
-0.2201216,-0.30545118,-1.4009734,1
-1.5217817,-0.2871082,-0.19121096,2
-2.7465918,-0.6032431,-0.5690817,2
0.093932666,-0.69085175,0.057236873,1
-0.06512407,0.1991771,-1.4218777,1
-1.1498047,-0.098578714,0.7811333,2
-0.73264325,0.47215077,-1.6745495,2
-1.9522026,-0.39760783,-1.2484477,2
-0.808855,0.079587884,0.62831646,2
-2.991236,-1.1386833,-0.39467043,2
-2.43641,-1.7130212,-0.47957748,2
-0.94160557,-1.058165,-0.24286906,2
-0.1839612,-0.2356163,-1.5727233,1
-1.1139985,0.676489,-1.4011794,2
1.3843902,-0.08148029,-0.0043833326,1
1.6096294,-0.32841283,-0.10332415,1
0.8175947,-0.67097074,-1.0386693,1
1.6755995,0.3618673,-0.21100225,1
-2.7201774,-0.7064937,-0.70509005,2
-0.103358835,-0.81253695,-0.061442237,1
-0.3604347,2.162432,-0.81323,0
1.4646053,-0.25341794,-1.0902635,1
1.0160831,-0.42257124,-0.5086061,1
-1.1392295,-1.1883309,2.1128833,2
-0.1759274,1.0554259,-0.17181934,1
-3.0146325,-0.77003735,-0.5409248,2
0.43275142,1.3299415,-0.15106834,1
1.2257254,-0.14983338,-0.78658825,1
0.26430434,-0.33978608,-0.85935706,1
1.5467205,-0.09642549,0.07304863,1
-1.0223361,4.7480946,0.089647435,0
-0.056511078,0.121260956,-0.96992856,1
1.2994028,-0.42978507,-0.5745746,1
-0.30300528,2.855288,-0.09820143,0
-2.7113068,-0.6363686,-0.66736805,2
-1.8413967,-0.7020218,-0.7044671,2
1.0856992,0.65846753,0.45100254,1
0.11062731,0.58541554,0.6124581,1
-1.2689422,-0.7583584,-0.35167426,2
-1.466769,-0.6406157,-0.41947234,2
-2.5949218,-0.6036907,-0.04147816,2
1.3374475,-0.8197771,-0.67669433,1
-0.99872637,0.3462631,0.59535784,2
0.7062729,0.08672426,0.7124563,1
-1.269646,-0.14575331,0.19932039,2
0.5637728,-0.27273223,-1.1780188,1
1.7118869,-0.42780095,0.08343793,1
-0.19927284,0.43338412,2.6378124,1
-2.5499458,0.70427364,-0.88456076,2
0.3650224,0.24072605,-1.2798408,1
-0.19394849,0.08792448,-2.2634425,1
1.3765763,-0.3821584,-0.23327976,1
-0.6959046,-0.6379634,-0.6385764,2
0.07899902,0.04788015,0.0039749644,1
-0.18245856,0.88913846,1.0282015,1
-0.3449426,0.52077585,-1.6965039,1
0.7521941,-0.1222028,1.1213343,1
-1.3740268,0.562517,0.2651006,2
1.4857231,-0.45737696,-0.16345528,1
-0.89752024,-0.21186177,-0.53332734,2
-0.6430623,2.84017,-0.24710867,0
0.4140571,0.09900227,-0.8631199,1
1.1533678,0.9597309,0.4259492,1
1.6395576,-0.31565747,-0.23311381,1
-2.331566,-0.863905,-0.70109075,2
-0.9290563,-0.52573127,0.2653244,2
-0.7284857,-0.7842159,-2.122705,2
0.7084657,-0.11359682,1.3048246,1
1.2401428,0.76662374,1.4831958,1
-0.6733993,-1.1661606,0.0064903186,2
0.1850433,-0.9169437,0.06645816,1
0.3266833,0.5492565,-1.0219507,1
1.7908996,-0.30315322,-0.23642273,1
0.050819162,0.84640586,-1.1349044,1
-2.339055,-1.0507379,-0.46741837,2
-0.9542999,1.2489524,-0.06575929,0
-0.72212577,3.0614436,-0.7706798,0
1.3656228,-0.33511454,0.73493725,1
1.6110018,-0.4057913,-0.3749865,1
-0.029208608,0.8952326,-1.4368634,1
-0.080871046,-0.6613505,0.0050862865,1
0.35110575,0.40780443,0.2886034,1
1.6266896,-0.26797968,-0.3045771,1
0.61938095,0.006077376,1.123055,1
-0.09088442,-1.1932042,0.6559019,1
0.44343784,-0.20501888,-0.29541546,1
-1.1959306,0.58441037,2.4150448,2
0.875581,-0.15909387,-0.5154919,1
1.0821133,-0.54495615,0.074980214,1
-0.2304804,-0.64049387,0.7744783,2
-2.0746772,-0.7370514,1.0691596,2
0.56083465,1.9210603,0.017116891,0
-1.1760272,-0.43238488,0.34888667,2
0.43606392,0.55743974,1.5330731,1
0.80100155,-0.5480517,1.4155606,1
0.35141736,0.25244623,1.4386287,1
0.8277235,-0.36869746,-0.17720827,1
1.5914408,-0.30555013,-0.53605896,1
-0.9495262,-1.2333087,1.2569636,2
0.070156746,-0.0495392,1.1798753,1
0.12336939,-0.6038637,0.6041598,1
0.2990442,-0.20825946,-1.1477568,1
0.50904477,-0.20855156,0.013017828,1
1.3769827,-0.32700777,-0.3333162,1
-0.05333273,-0.6655262,-1.1216992,1
1.108583,-0.235929,-0.23719624,1
0.32198682,-0.09680483,-0.4491531,1
-0.36157072,-0.41405588,0.62898314,2
-2.1427119,-0.030512888,0.2189902,2
-0.52458304,-0.6847753,0.946654,2
1.6022971,0.9654958,0.06345815,1
-0.13651353,-0.8419811,-1.5601866,1
1.2532816,-0.23669331,0.17108804,1
1.2508124,0.25833756,-0.75586456,1
0.3474013,1.9676676,0.28341776,0
-0.7882531,2.5959032,0.52565855,0
0.3517842,-0.4249914,-1.420277,1
-0.06890453,-0.36099038,-0.12513658,1
-0.034433316,-0.81538945,0.37461713,1
1.5381243,-0.20906067,-0.21204942,1
-0.23897377,-0.651138,0.16943087,2
-0.6802182,2.60291,-1.0505447,0
1.1192701,0.20698883,1.559021,1
-0.2304804,-0.64049387,0.7744783,2
1.001558,0.013265942,1.3590795,1
0.04715951,3.2651527,0.11514306,0
0.07788572,-0.50108963,0.075191766,1
-1.0182734,-0.5153302,-0.21467519,2
-0.1052892,-0.3049343,-1.3751711,1
-0.49970835,-0.4938688,1.5483165,2
1.3785554,0.031745244,-0.25130793,1
-0.76516443,-1.077419,0.29174355,2
0.07053316,0.38107717,1.3121591,1
-0.42185858,-0.560234,0.9300364,2
-0.35490423,2.0993443,0.38209987,0
1.2173536,-0.35916108,0.07600494,1
-1.5976158,-0.39565215,0.5230322,2
-0.70660776,-0.5887128,0.07962735,2
-1.7114801,2.3296592,0.12530519,0
0.52891535,-0.12045407,-0.5414396,1
-1.8085343,0.12505849,0.9468729,2
1.0138826,-0.31730556,0.3571731,1
0.46685958,-0.6259386,0.8726534,1
-1.4556674,-0.1909735,-0.41276118,2
1.0811368,-0.041035417,-0.6030527,1
-0.67337793,1.8105142,-1.329277,0
-1.2208574,0.37081957,0.55547845,2
0.30190322,-0.6366581,-0.77073133,1
0.30190322,-0.6366581,-0.77073133,1
0.5402985,0.06269458,0.19684143,1
0.9570217,-0.24363548,-0.21050712,1
1.3939924,-0.5107442,0.11336127,1
1.1459308,0.29692215,-0.08336355,1
-0.5242484,-0.7269936,0.64556783,2
1.1917944,-0.37959924,0.90435755,1
-0.056856193,-0.9879538,0.36766025,1
0.73022693,0.030746007,-0.4728355,1
1.0875974,-0.44294885,1.0880954,1
-1.4404167,-0.35777277,0.94428146,2
-0.31076634,1.2388471,-1.926504,0
0.5238331,-0.495327,-1.0546225,1
-1.0341127,-0.7112946,1.1762419,2
0.49991295,0.15694807,2.182627,1
